City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
411,barcelos,41.5388,-8.6151,299.77,78,51,2.28,PT,1720634845
412,kristiansund,63.1115,7.732,291.0,64,75,5.14,NO,1720634846
413,walvis bay,-22.9575,14.5053,287.64,55,0,5.53,NA,1720634847
414,hirara,24.8,125.2833,302.81,78,47,7.24,JP,1720634848
415,les cayes,18.2,-73.75,304.63,67,33,5.35,HT,1720634850
416,lazaro cardenas,17.9583,-102.2,301.92,68,96,1.38,MX,1720634851
417,tapes,-30.6733,-51.3958,281.74,94,100,3.71,BR,1720634853
418,sultanah,24.4926,39.5857,312.4,8,0,2.06,SA,1720634854
419,sabang,5.8933,95.3214,301.76,78,100,11.88,ID,1720634855
420,hobyo,5.3505,48.5268,298.39,81,91,11.7,SO,1720634771
421,inari,68.906,27.0288,290.35,57,88,1.38,FI,1720634857
422,tsetserleg,47.475,101.4542,286.37,85,99,1.14,MN,1720634858
423,ulimang,7.6242,134.6421,299.38,83,100,2.61,PW,1720634859
424,sison,16.1739,120.5153,297.71,88,48,1.09,PH,1720634860
425,ostersund,63.1792,14.6357,287.4,88,75,7.15,SE,1720634861
426,mount isa,-20.7333,139.5,286.02,47,1,3.6,AU,1720634863
427,chibougamau,49.9168,-74.3659,294.85,46,97,2.9,CA,1720634864
428,rio grande,-32.035,-52.0986,284.21,89,100,4.42,BR,1720634865
429,fortuna,40.5982,-124.1573,288.14,95,100,4.12,US,1720634842
430,cabedelo,-6.9811,-34.8339,300.52,76,99,6.83,BR,1720634802
431,azacualpa,15.3433,-88.5514,301.51,62,97,2.0,HN,1720634868
432,wanning,18.8003,110.3967,300.67,89,92,3.4,CN,1720634869
433,sinop,41.7711,34.8709,291.83,91,67,1.61,TR,1720634871
434,zacharo,37.4833,21.65,303.38,45,68,1.85,GR,1720634872
435,jamestown,42.097,-79.2353,298.55,100,100,4.12,US,1720634791
436,malvan,16.0667,73.4667,299.54,87,100,7.86,IN,1720634874
437,alaghsas,17.0187,8.0168,311.68,19,72,4.64,NE,1720634875
438,itambe,-15.245,-40.6244,303.11,33,9,2.69,BR,1720634605
439,pisco,-13.7,-76.2167,291.18,77,100,3.6,PE,1720634875
440,dryden,49.7833,-92.7503,299.52,43,0,1.06,CA,1720634879
441,pariaman,-0.619,100.12,297.18,87,99,2.41,ID,1720634880
442,barras,-4.2444,-42.2944,309.71,27,39,3.05,BR,1720634881
443,yeed,4.55,43.0333,300.55,56,92,8.86,SO,1720634882
444,wellington,-41.2866,174.7756,283.96,76,100,7.2,NZ,1720634612
445,carauari,-4.8828,-66.8958,307.2,41,6,1.07,BR,1720634884
446,tabas,33.5959,56.9244,310.91,13,0,5.45,IR,1720634886
447,coronel suarez,-37.4547,-61.9334,280.3,42,7,5.22,AR,1720634887
448,mumford,5.2618,-0.759,297.74,85,100,5.51,GH,1720634888
449,mazouna,36.1223,0.8987,306.66,19,0,3.23,DZ,1720634889
450,worthing,50.8145,-0.3713,292.77,77,20,6.69,GB,1720634890
451,nyrob,60.733,56.7202,290.32,95,33,2.0,RU,1720634891
452,kodinar,20.7903,70.7031,301.81,86,41,6.71,IN,1720634892
453,kuanda,56.3161,116.0806,290.64,92,94,0.52,RU,1720634893
454,qandala,11.472,49.8728,306.43,55,96,2.02,SO,1720634894
455,chipinge,-20.1883,32.6236,285.82,33,0,1.76,ZW,1720634896
456,ponta delgada,37.7333,-25.6667,296.55,78,20,8.23,PT,1720634897
457,weingarten,47.8,9.6333,298.97,69,0,2.06,DE,1720634898
458,al hoceima,35.2433,-3.9309,298.31,61,0,1.26,MA,1720634899
459,ust-tsilma,65.441,52.1498,286.4,88,87,1.82,RU,1720634900
460,lorengau,-2.0226,147.2712,300.84,84,88,4.53,PG,1720634901
461,cadale,2.7603,46.3222,298.6,81,83,8.16,SO,1720634902
462,nagqu,31.5,92.0,280.05,87,81,4.86,CN,1720634903
463,umea,63.8284,20.2597,290.11,72,0,2.06,SE,1720634904
464,tutoia,-2.7619,-42.2744,301.76,66,43,5.56,BR,1720634906
465,senanga,-16.1167,23.2667,290.52,12,0,2.56,ZM,1720634907
466,edgewater,28.9889,-80.9023,307.09,44,96,3.12,US,1720634908
467,clifton,40.8584,-74.1638,307.07,65,20,7.72,US,1720634841
468,tejen,37.3834,60.5054,307.11,18,0,3.15,TM,1720634910
469,zuunmod,47.7069,106.9528,288.72,90,83,3.07,MN,1720634911
470,usogorsk,63.4106,48.6872,287.87,83,8,1.84,RU,1720634912
471,yura,-16.2522,-71.6797,291.03,22,0,4.48,PE,1720634913
472,hassi messaoud,31.6804,6.0729,317.7,7,3,2.24,DZ,1720634914
473,mar del plata,-38.0023,-57.5575,283.12,56,0,3.6,AR,1720634405
474,zhalantun,48.0,122.7167,295.86,51,82,2.2,CN,1720634917
475,jabat,7.75,168.9751,301.61,76,73,6.56,MH,1720634918
476,chinde,26.8212,87.7095,297.67,88,99,1.49,NP,1720634919
477,acarau,-2.8856,-40.12,302.02,67,82,8.91,BR,1720634920
478,cambria,35.5641,-121.0808,306.02,65,4,3.73,US,1720634921
479,kyosai,34.8503,128.5886,292.98,98,75,2.75,KR,1720634922
480,mana,5.6592,-53.7767,301.84,72,8,2.85,GF,1720634923
481,floro,61.5996,5.0328,291.19,77,75,1.03,NO,1720634924
482,silute,55.3489,21.4831,298.34,53,21,6.66,LT,1720634926
483,chul'man,56.8479,124.9104,282.98,93,47,1.03,RU,1720634927
484,hinton,53.4001,-117.5857,305.29,13,0,5.42,CA,1720634928
485,sawakin,19.1059,37.3321,307.74,39,90,4.04,SD,1720634929
486,trubchevsk,52.5798,33.7644,294.86,86,20,3.04,RU,1720634931
487,comalapa,14.7411,-90.8875,293.11,84,100,1.18,GT,1720634932
488,hawera,-39.5917,174.2833,283.28,87,21,2.62,NZ,1720634933
489,krasnyy chikoy,50.3643,108.7512,289.38,90,17,1.08,RU,1720634934
490,bathsheba,13.2167,-59.5167,304.49,70,75,7.72,BB,1720634936
491,indiana,40.0003,-86.2503,299.2,65,40,6.69,US,1720634937
492,twon-brass,4.3151,6.2418,299.17,80,90,6.8,NG,1720634938
493,bodo,67.28,14.405,292.17,55,20,4.63,NO,1720634939
494,maymana,35.9214,64.7836,302.41,22,0,1.66,AF,1720634940
495,dera bugti,29.0307,69.151,311.03,27,12,3.15,PK,1720634941
496,skiathos,39.1623,23.4909,305.24,55,0,0.0,GR,1720634942
497,skopje,42.0,21.4333,305.97,40,0,6.17,MK,1720634944
498,nabire,-3.3667,135.4833,296.89,94,89,1.37,ID,1720634946
499,shumikha,55.2261,63.2961,293.81,63,44,1.3,RU,1720634947
500,nishinoomote,30.7333,131.0,301.33,83,99,7.89,JP,1720634948
501,arkhangel'sk,64.5401,40.5433,289.21,100,75,1.0,RU,1720634949
502,kolonia town,6.964,158.206,299.15,94,100,1.03,FM,1720634950
503,itoman,26.1247,127.6694,303.36,91,20,5.14,JP,1720634951
504,aginskoye,51.1,114.53,293.6,51,39,0.49,RU,1720634952
505,miranda,3.2499,-76.2281,302.22,57,83,1.78,CO,1720634953
506,wau,7.7029,27.9953,297.1,86,99,1.86,SS,1720634954
507,millerovo,48.9226,40.3967,300.4,41,95,5.21,RU,1720634956
508,severo-yeniseyskiy,60.3725,93.0408,284.3,86,42,1.13,RU,1720634957
509,mossel bay,-34.1831,22.146,290.19,58,80,5.99,ZA,1720634958
510,tezu,27.9167,96.1667,297.57,99,100,1.36,IN,1720634959
511,skien,59.2075,9.6105,289.25,97,100,1.56,NO,1720634960
512,aksu,41.1231,80.2644,300.77,29,72,2.73,CN,1720634669
513,conduaga,8.862,117.4893,299.09,88,100,0.54,PH,1720634962
514,flying fish cove,-10.4217,105.6791,298.97,88,100,4.63,CX,1720634963
515,constitucion,-35.3333,-72.4167,284.1,48,6,3.29,CL,1720634965
516,gebeit,21.0667,36.3167,304.87,28,83,2.35,SD,1720634966
517,wacheng,33.7833,114.5167,296.24,82,100,2.45,CN,1720634967
518,tazacorte,28.629,-17.9293,298.23,81,40,7.72,ES,1720634968
519,lobatse,-25.2167,25.6667,285.27,14,0,0.98,BW,1720634969
520,baise city,23.8997,106.6133,298.52,94,63,0.67,CN,1720634970
521,puerto baquerizo moreno,-0.9,-89.6,298.7,65,40,5.14,EC,1720634971
522,forster,-32.1667,152.5167,283.59,80,0,1.63,AU,1720634951
523,irbit,57.6705,63.071,292.87,79,10,3.06,RU,1720634974
524,pristen',51.2355,36.6959,293.27,91,77,4.32,RU,1720634975
525,west point,33.6076,-88.6503,305.19,43,0,5.66,US,1720634976
526,kualakapuas,-3.0091,114.3876,295.18,99,43,1.4,ID,1720634831
527,salym,60.0625,71.4789,290.82,65,26,1.27,RU,1720634978
528,alofi,-19.0595,-169.9187,293.09,73,75,3.6,NU,1720634909
529,carolina beach,34.0352,-77.8936,305.4,83,92,6.16,US,1720634981
530,port blair,11.6667,92.75,300.95,81,94,6.93,IN,1720634983
531,berezovyy,51.6667,135.7,283.07,98,100,1.09,RU,1720634985
532,ambon,-3.6954,128.1814,300.3,95,92,6.75,ID,1720634986
533,carloforte,39.145,8.3058,297.15,79,0,4.24,IT,1720634988
534,pandan,14.0453,124.1694,300.01,86,100,1.31,PH,1720634989
535,kruisfontein,-34.0033,24.7314,287.72,54,45,3.46,ZA,1720634990
536,aldan,58.6031,125.3894,283.04,93,36,0.73,RU,1720634992
537,tobruk,32.0836,23.9764,299.5,81,0,5.41,LY,1720634993
538,bang saphan,11.2126,99.5117,298.57,91,99,2.52,TH,1720634994
539,happy valley-goose bay,53.3168,-60.3315,293.93,53,41,3.63,CA,1720634995
540,zapolyarnyy,69.4154,30.8136,287.75,60,86,2.21,RU,1720634996
541,bayji,34.9311,43.487,312.41,11,3,3.71,IQ,1720634997
542,faliraki,36.3398,28.1994,301.53,78,20,3.09,GR,1720634998
543,yako,12.9667,-2.2667,307.34,38,2,3.8,BF,1720634999
544,fort morgan,40.2503,-103.8,303.51,32,0,3.6,US,1720634920
545,dwarka,22.2394,68.9678,302.46,85,34,6.47,IN,1720635002
546,malaya vishera,58.8454,32.2222,291.13,61,14,1.36,RU,1720635003
547,tabuk,17.4189,121.4443,297.0,92,1,1.08,PH,1720635004
548,kununurra,-15.7667,128.7333,292.14,68,22,3.6,AU,1720634835
549,chabahar,25.2919,60.643,302.73,83,39,3.53,IR,1720635006
550,bishkul,54.7803,69.1033,292.27,81,71,1.83,KZ,1720635007
551,vorkuta,67.5,64.0,293.28,59,64,2.06,RU,1720635010
552,shiguai,40.7058,110.2856,295.84,50,98,2.3,CN,1720635011
553,cholpon-ata,42.6494,77.0823,289.75,68,89,1.42,KG,1720635013
554,nosy varika,-20.5833,48.5333,292.58,71,2,0.8,MG,1720635014
555,cadillac,44.2519,-85.4012,296.1,68,100,2.06,US,1720635015
556,ath thawrah,35.8469,38.5443,308.01,26,0,3.51,SY,1720635016
557,guelmim,28.987,-10.0574,305.71,29,0,5.57,MA,1720635018
558,al bardiyah,31.7561,25.0865,300.31,69,0,5.46,LY,1720635019
559,ust'-ilimsk,58.0006,102.6619,290.83,97,99,1.01,RU,1720635020
560,hafar al-batin,28.4328,45.9708,313.47,9,0,4.12,SA,1720635021
561,codrington,-38.2667,141.9667,285.27,61,100,9.6,AU,1720635022
562,masterton,-40.9597,175.6575,282.09,88,97,2.41,NZ,1720635023
563,port lincoln,-34.7333,135.8667,288.09,69,100,9.89,AU,1720635024
564,taltal,-25.4,-70.4833,286.77,68,47,3.04,CL,1720635026
565,villa gesell,-37.2639,-56.973,282.62,46,0,3.98,AR,1720634751
566,guiuan,11.0333,125.7247,301.32,81,98,2.88,PH,1720635028
567,quartu sant'elena,39.2419,9.1839,302.1,64,0,3.6,IT,1720635029
568,quelimane,-17.8786,36.8883,292.9,85,11,1.83,MZ,1720635030
569,twin falls,42.3505,-114.6445,305.34,29,0,2.57,US,1720635031
570,kenai,60.5544,-151.2583,288.2,80,40,2.57,US,1720635032
571,krompachy,48.9145,20.8751,301.12,74,5,0.69,SK,1720635034
572,iranshahr,27.2025,60.6848,310.02,34,21,4.62,IR,1720635035
573,susaki,33.3667,133.2833,297.79,89,100,0.98,JP,1720635036
574,sungai raya,0.7,108.9,298.95,86,63,2.83,ID,1720634831
575,mount pearl,47.5166,-52.7813,297.84,81,40,6.17,CA,1720635038
576,natal,-5.795,-35.2094,301.51,74,75,5.14,BR,1720634807
577,isla mujeres,21.2311,-86.731,304.18,73,100,3.41,MX,1720635040
578,preobrazheniye,42.9019,133.9064,290.32,85,18,2.32,RU,1720635042
579,hotan,37.0997,79.9269,303.29,24,100,3.48,CN,1720635043
580,borovskoy,53.8,64.15,292.5,72,43,3.37,KZ,1720635045
581,koraput,18.8167,82.7167,296.51,88,97,2.21,IN,1720635046
582,nar'yan-mar,67.6713,53.087,281.78,89,94,7.38,RU,1720635047
583,nova xavantina,-14.6667,-52.35,307.62,22,0,2.07,BR,1720635048
584,kilinochchi,9.3961,80.3982,300.44,77,23,5.9,LK,1720635049
585,regina,50.4501,-104.6178,302.06,63,1,5.14,CA,1720635050
586,alnwick,55.4132,-1.7056,287.86,77,75,5.66,GB,1720635052
587,old orchard beach,43.5173,-70.3775,305.37,69,40,4.63,US,1720635053
588,bonito,-21.1211,-56.4819,290.8,53,71,0.84,BR,1720635054
589,kirensk,57.7853,108.1119,293.02,71,89,1.66,RU,1720634915
590,dangriga,16.9692,-88.2321,301.33,82,100,4.23,BZ,1720635056
591,rongelap,11.1635,166.8941,300.87,72,4,7.24,MH,1720635057
592,peace river,56.2501,-117.286,296.32,78,75,1.54,CA,1720634761
593,kampli,15.4,76.6167,298.8,75,87,9.27,IN,1720635060
594,houma,29.5958,-90.7195,302.59,61,62,1.43,US,1720635061
595,piacabucu,-10.4056,-36.4344,299.29,78,13,5.36,BR,1720635062
596,copala,16.65,-98.9833,297.82,88,100,2.34,MX,1720635063
